"prompt","answer"
"The jejunum is supplied by jejunal branches of the ________ _________ artery.","Superior Mesenteric"
"The ileum is the distal ______ of the remainder of the small intestine.","3/5"
"Ileal branches that arise from both the superior mesenteric artery and the ___________ artery supply the ileum.","Ileocolic"
"True or False: No morphological line of demarcation exists between the jejunum and the ileum","True"
"The jejunum and ileum are highly coiled structures that are surrounded and suspended from the _______________ abdominal wall by the __________ ____________ .","Posterior ; Mesentery Proper"
"The ileocecal junction is the junction of the _________ of the small intestine and the ___________ of the large intestine.","Ileum ; Cecum"
"The opening between the lumen of the ileum and the lumen of the cecum is the ________________ opening, and it is guarded by the _____________________________","Ileocecal ; Ileocecal valve"
"The large intestine or colon is that part of the intestine extending from the ileocecal junction to the ________ .","Anus."
"The cecum is the part of the large intestine that lies at and below the level of the __________ .","Ileum"
"The vermiform appendix is a lymphatic organ attached to the _______________ end of the cecum. It is typically in a ________________ position","Inferior; Retrocecal"
"The ascending colon is the portion of the large intestine that extends ______________ along the ___________ side of the posterior abdominal wall to the __________","Superiorly; Right ; Liver"
"Immediately inferior to the liver, the ascending colon bends, forming the ______________ __________, and then courses to the left.","Right Colic (Hepatic Flexure)"
"The transverse colon is the portion of the large intestine that extends from the right colic flexure on the right side of the abdomen to the __________________ on the left side.","Spleen"
"When the transverse colon reaches the spleen, it will bend and course ________ forming the ______ colic or _________ flexure.","Inferior; Left; Splenic"
"The ___________________ colon is the portion of the large intestine that extends from the left colic flexure inferiorly along the _______ side of the posterior abdominal wall.","Descending; Left"
"The sigmoid colon is the part of the large intestine that extends from the descending colon to the ______________, where it is continuous with the _________ .","Pelvis; Rectum"
"Which part of the colon forms a loop, the shape and position of which depend upon the degree of filling?","Sigmoid"
"The portion of the colon proximal to the splenic flexure is supplied by branches of the superior mesenteric artery, namely the ______________________ artery. This supplies the cecum, appendix and ascending colon.","Ileocolic"
"The ascending and transverse colon is supplied by the _________ ________ artery","Right Colic"
"The transverse colon is also supplied by the _______ _______ artery and the _______ _________ artery from the inferior mesenteric artery.","Middle Colic; Left Colic"
"The portion of the colon distal to the splenic flexure is supplied by branches from the ______________________ artery.","Inferior Mesenteric"
"The ______ ________ artery supplies the descending colon.","Left Colic"
"The termination of the inferior mesenteric artery is at the __________ _________ artery , which supplies the _____________ .","Superior Rectal; Rectum"
"The 2-3 ________ arteries of the inferior mesenteric artery supply the sigmoid colon.","Sigmoid"
"The right and left ____________ __________ lie lateral to the ascending and descending colons.","Paracolic Gutters"
"The rectum is the portion of the digestive system between the ____________ colon and the _________. It narrows inferiorly, forming the _______________________.","Sigmoid; Anus; Anal Canal"
"What is the boundary between the external environment and the internal environment at the anus?","Anal Verge"
"The ___________ ___________ is the boundary between the internal mucosa and the external epithelium.","Pectinate Line (Dentate Line)"
"The anus is a _________________ muscle located at the termination of the anal canal, which functions in the retention of __________.","Sphincteric; Feces"
"The pectinate line marks the division between internal (above) and external (below) _________ .","Hemorrhoids"
"Sensitivity is _________ below the pectinate line than above.","Greater"
"Arterial supply to the rectum and anus includes (3)","1. Superior rectal artery (inferior mesenteric), 
2. Middle rectal artery (internal iliac artery) 
3. Inferior rectal artery (internal pudendal artery)"
"Branches from the aorta include (8)","1. Inferior phrenic arteries 
2. Celiac trunk 
3. Superior mesenteric artery 
4. Suprarenal arteries 
5. Renal arteries
6. Gonadal arteries 
7. Inferior mesenteric artery 
8. Common iliac arteries"
"The short celiac trunk arises from the _____________ immediately below the aortic opening of the __________________ .","Aorta; Diaphragm"
"The celiac trunk is embedded within the dense meshwork of nerves that constitute the __________________","Celiac Plexus"
"Celiac trunk gives rise to three named arteries:","1. Left Gastric artery
2. Splenic artery
3. Common hepatic artery"
"The left gastric artery is a small branch that courses toward the left and then along the _____________ curvature of the stomach.","Lesser"
"The left gastric artery gives off several _______ branches","Esophageal"
"Splenic artery is a large branch of the ________ trunk that has a ______________ path along the upper margin of the ________________ as it courses to the spleen.","Celiac; Tortuous; Pancreas"
"What artery gives off numerous branches that directly supply the body of the pancreas and the spleen?","Splenic Artery"
"Which artery gives off several short gastric arteries that supply the fundus of the stomach?","Splenic Artery"
"The splenic artery gives off the _________________________ artery to the greater curvature of the stomach","Left Gastroepiploic (Gastro-omental)"
"Just before the splenic artery ends it gives off many branches to the ___________________ .","Spleen"
"The common hepatic artery courses toward the right and divides into the _______ _________ artery and the ________ artery.","Hepatic Proper; Gastroduodenal"
"The hepatic artery proper ascends in the ____________ omentum toward the _________________","Lesser; Liver"
"The hepatic artery proper gives off the ______________ gastric artery to the lesser curvature of the stomach and then divides into the right and left ______________ arteries.","Right; Hepatic"
"The blood is supplied to the liver by the right and left ________ arteries.","Hepatic"
"The right hepatic artery gives off the _______________ artery to the gall bladder.","Cystic"
"The gastroduodenal artery descends ______________ the duodenum, where it gives off the right gastroepiploic artery to the _______________ curvature of the stomach and ________ arteries to the pancreas and duodenum.","Behind; Greater; Pancreaticoduodenal"
"The superior mesenteric artery arises from the aorta just below the _____________ ____________.","Celiac Trunk"
"At the origin of the superior mesenteric artery it lies ______________ to the pancreas.","Posterior"
"The superior mesenteric artery descends in _________ of the lower part of the duodenum, enters the mesentery, and supplies the ____________ ____________ .","Front; Small Intestine"
"The superior mesenteric artery's most proximal branch is a small ____________________________ artery that supplies the pancreas and duodenum.","Pancreaticoduodenal"
"The superior mesenteric artery gives off which 2 branches to the small intestine?","1. Jejunal
2. Ileal"
"The SMA supplies the _________ intestine via jejunal and ileal arteries.","Small"
"The SMA supplies the ________ intestine via the ileocolic, right colic and middle colic arteries.","Large"
"The superior mesenteric artery gives off which 3 branches to the large intestine?","1. Ileocolic
2. Right colic
3. Middle colic"
"The ______________ ______________ artery arises from the aorta a few centimeters above its bifurcation.","Inferior Mesenteric"
"The inferior mesenteric artery courses toward the distal portion of the ____________ __________ branching into which 3 arteries?","Large Intestine;
1. Left Colic
2. Sigmoid
3. Superior Rectal"
"The marginal artery of Drummond is formed by the extensive anastomosis of ascending and descending branches of the various arteries that supply the _______________ ___________ .","Large Intestine"
"The marginal artery of Drummond lies in proximity to the _______________ margin of the ________________","Inner; Colon."
"The _________ _______ contains nutrient-rich blood from the digestive system organs.","Portal vein"
"The portal vein is formed by its two tributaries: the _______ vein and the ________ _________ vein.","Splenic; Superior Mesenteric"
"The inferior mesenteric vein drains into the ______________ vein.","Splenic"
"The portal vein drains directly into the _________________ .","Liver"
"True or False: Lymph from most of the abdominal organs drains into nodes that are named after and lie in relation to that specific organ","True"
"Many nodes are also named according to the __________ or __________ ________ in which they lie near.","Organ; Blood Vessels"
"The channel of lymph of the abdomen is from _____________ and then along the vessels toward the ______________ nodes.","Organs; Celiac"
"From the celiac nodes, lymph from the abdomen drains into the _________ _______ and then into the ________ duct.","Cisterna Chyli; Thoracic"
"What is the largest gland in the body? is it an endocrine or exocrine gland?","Liver; Exocrine"
"The liver produces __________ which is conveyed via ducts to the __________ .","Bile; Duodenum"
"What are the two surfaces of the liver?","1. Diaphragmatic 
2. Visceral"
"The ____________________ surface of the liver is the ____________ surface related to the right dome of the diaphragm.","Diaphragmatic; Superior"
"The ______________ surface of the liver is _____________ and adjacent to the abdominal viscera","Visceral; Inferior"
"The visceral surface presents the four lobes of the liver:","1. Right 
2. Left 
3. Quadrate 
4. Caudate"
"At the junction of the fours lobes of the liver is the ____________ ___________.","Porta Hepatis"
"What structures enter the liver at the porta hepatis? (3)","1. Hepatic Arteries (2)
2. Hepatic Ducts (2)
3. Portal Vein"
"True or False: The hepatic veins exit at the porta hepatis.","False; They exit via the superior liver"
"Oxygenated blood that supplies the liver enters via the 
_________________ arteries.","Hepatic"
"Nutrient-rich and oxygen-poor blood enters the liver via the __________ ___________ .","Portal Vein"
"The gall bladder is located on the ________________ surface of the liver between the ________ lobe and the ________ lobe.","Visceral; Right; Quadrate"
"Where is bile is stored and concentrated?","Gall Bladder"
"The gall bladder is supplied by the ____________ artery","Cystic"
"True or False: The pancreas is both an endocrine and an exocrine gland","True"
"Because the pancreas produces digestive enzymes that pass via a duct to the duodenum, it is considered an __________ gland.","Exocrine"
"Because the pancreas produces the hormone insulin, it is considered a __________ gland.","Endocrine"
"Pancreas contains what three parts:","Head; Body; Tail"
"The head of the pancreas is located in the concavity of the ______________.","Duodenum"
"The body of the pancreas courses from the head toward the __________ across the _________________.","Left; Vertebrae"
"The tail of the pancreas is the ____________ end of the gland, which approximates the spleen.","Left"
"The main portion of the pancreas drains pancreatic juices via the main ___________ _________ into the _______ duodenal papilla.","Pancreatic Duct; Duodenal Papilla"
"The smaller upper part of the pancreas drains pancreatic juices via the __________ ___________ into the _______ duodenal papilla.","Accessory Duct of Santorini; Minor"
"Many arteries supply the pancreas including pancreaticoduodenal branches from the ___________ and ________ _________ arteries, primarily to the head.","Gastoduodenal; Superior Mesenteric"
"The __________________ artery supplies the body and tail of the pancreas","Splenic"
"The right half of the liver is drained by the __________ ________ duct, and the left half of the liver is drained by the ___________ ___________ duct.","Right Hepatic; Left Hepatic"
"The right and left hepatic ducts join to form the _______________ duct.","Cystic"
"The cystic duct joins the common hepatic duct to form the _______ _______ duct.","Common Bile"
"The majority of the pancreas is drained by the _________ ________ duct.","Main Pancreatic"
"True or False: An accessory pancreatic duct is not typically present.","False; typically present"
"The main pancreatic duct drains into the _________ duodenal papilla, which lies ________________ to the major duodenal papilla.","Minor; Superior"
"The bile duct and the pancreatic duct join to form the. __________ __________ .","Hepatopancreatic Ampulla (of Vater)."
"The bile duct opens through the _________ ____ _________, which opens into the __________________ at the major duodenal papilla.","Sphincter of Odd ; Duodenum"
"The spleen acts like a large ___________ _________ with additional functions.","Lymph Node"
"Name that Quadrant: Spleen","LUQ"
"The spleen lies to the ______________ of the pancreatic tail, under the __________________ and deep to the lower left ribs","Left; Diaphragm"
"The splenic artery provides arterial supply to the ___________.","Spleen"
"The __________________ system of the body is responsible for the production and elimination of urine.","Urinary"
"Anatomically, the urinary system consists of four organs; what are they?","1. Kidney
2. Ureter 
3. Bladder
4. Urethra"
"The kidney is where urine ____________________ occurs.","Production"
"The ureter is a tube conveying urine from the __________ to the _________________.","Kidney; Bladder"
"The urinary bladder functions in the ______________ of urine.","Storage"
"The urethra is a tube the conveys urine from the ______________________ to the ______________ of the body","Bladder; Outside"
"The kidney is a bean-shaped organ that is situated in the _______________ portion of the abdominal cavity on either side of the __________ __________ .","Posterior; Vertebral Column"
"How many kidneys are there?","2"
"The ________ kidney is slightly lower than the other. Why?","Right; Because of the liver"
"The lateral border of the kidney is ________________ , whereas the medial border is __________ .","Convex; Concave"
"The medial point at which all structures enter or exit the kidney is known as the ___________. .","Hilus"
"The hilus marks the entrance into a cavity called the ___________ __________ .","Renal Sinus"
"The upper end and lower end of the kidney are referred to, respectively, as the ____________ pole and the _____________ pole.","Superior; Inferior"
"The ___________________ or ___________________ lies upon the superior pole.","Adrenal Gland (Suprarenal Gland)"
"The suprarenal glands are supplied by the __________ arteries.","Suprarenal"
"Internally, the cortex of the kidney lies at the _______________ and the medulla lies ___________ to this.","Periphery; Internal"
"The medulla of the kidney contains medullary ________________ .","pyramids"
"The ________ arteries supply the kidneys.","Renal"
"The _________ renal artery is longer, whereas the ________ renal vein is longer.","Right; Left"
"The _________ vein is responsible for draining the kidney.","Renal"
"The longer Left renal vein receives tributaries from which 3 veins?","1. Left Suprarenal 
2. Left Gonadal 
3. Left Ascending Lumbar"
"How many ureters are there?","2"
"Approximately how long is a ureter in length?","25cm"
"Ureters descend along the posterior abdominal wall, cross the bifurcation of the __________ ________ artery at the pelvic brim, and turn medially toward the _______________ .","Common Iliac ; Bladder"
"The ureter courses through the ________________ wall of the urinary bladder and opens into the cavity of the_______________ .","Muscular; Bladder"
"Three constrictions of the ureter occur. Where are they located?","1. Ureteropelvic junction
2. Pelvic brim
3. Entrance to the bladder"
"Arterial supply to the ureter is ___________________ and arises from branches derived from which 4 arteries?","Longitudinal;
1. Renal 
2. Gonadal 
3. Common iliac
4. Internal iliac"
"The urinary bladder is a ______________________ sac that acts as a reservoir for the urine.","Musculomembranous"
"The urinary bladder is located in the ________ resting upon the ________ .","Pelvis; Pubis"
"The muscular wall of the bladder is subdivided into two parts ________ and ___________ .","Trigone; Detrusor"
"The ________ is the part of the muscular bladder located between the two openings of the _________ and the internal _________ orifice.","Trigone; Ureter; Urethral"
"The urinary bladder is drained by the _________________ .","Urethra"
"The urethra is a _______________ tube that extends from the internal _______ _________ to the outside of the body.","Fibromuscular; Urethral Orifice"
"Blood supply of the bladder is primarily from the superior and inferior ___________ arteries.","Vesical"
"Superior and inferior vesical arteries are indirect branches of the __________ ________ artery.","Internal Iliac"
"Sperm courses through the organs of the male reproductive system in the following order:","1. Testes (scrotum) 
2. Epididymis 
3. Ductus deferens (vas deferens) 
4. Ejaculatory duct 
5. Prostate gland 
6. Urethra 
7. Penis"
"What is the male gonad?","Testis (plural testes)"
"The testis contains many ________________________ that function in the production of the male sex cell ___________ and the male hormone ______________________.","Seminiferous Tubules; Sperm; Testosterone"
"How many testes does the male reproductive system have?","2"
"The testes are located __________ to the _________________ cavity within a skin pouch called the ____________________","External; Abdominal ; Scrotum"
"Why are the testes located in the scrotum?","Spermatogenesis cannot occur at body temperature but will occur at a temperature slightly less than body temp"
"Sperm leave the seminiferous tubules via _______ _________ and pass into the _________ .","Efferent Ducts; Epididymis"
"The epididymis is a ____- shaped structure located on the ______________ surface of each testis.","C-shaped ; Posterior"
"What part of the male reproductive system is responsible for receiving sperm from the testis and storing it until it is released in the process of ejaculation?","Epididymis"
"What is another name for the ductus deferens?","Vas Deferens"
"Where do the ductus deferens begin?","Epididymis"
"The ductus deferens has a lengthy course within a _________ ________ , through the _________ canal, along the _________ surface of the bladder, inferiorly along the posterior surface where it terminates.","Spermatic Cord; Inguinal; Superior; Bladder"
"A spermatic cord is a structure that is formed collectively by the _______ _________ and its associated _______ and ___________ .","Ductus Deferens; Arteries; Veins"
"The spermatic cord ________ through the scrotum to the ________ _________ .","Ascends; Inguinal Ring"
"The inguinal canal is an opening in the __________ _______ muscle, through which the spermatic cord passes.","External Oblique"
"The ductus deferens terminates by joining the duct of the ________ _______ , thereby forming the ________ _________ .","Seminal Vesicle; Ejaculatory Duct"
"Seminal vesicles are ________ glands located on the _________ surface of the urinary bladder.","Exocrine; Posterior"
"Seminal vesicles produce _______ ________ which is ultimately added to sperm.","Seminal Fluid"
"There are ________ accessory glands of the male reproductive system that assist in the production of _________ __________. Name Them.","3; Seminal Fluid
1. Seminal Vesicles
2. Prostate Gland
3. Bulbourethral Gland"
"Being exocrine glands, seminal vesicles are drained by ________ .","Ducts"
"The union of the ejaculatory duct occurs ________ to the urinary bladder just above the _____________ .","Posterior; Prostate"
"The ejaculatory ducts enter the substance of the _____________ gland.","Prostate"
"The prostate gland is an _________ gland of the male reproductive system that secretes _____________ .","Accessory; Seminal Fluid"
"The prostate gland is in the ________ posterior to the _____________ and below the ______________ .","Pelvis; Pubis; Bladder"
"Within the substance of the prostate gland, the two _____________ __________ join with the duct draining the urinary bladder to form the _____________","Ejaculatory Ducts; Urethra"
"The urethra is a ____________ tube that extends from the _____________. through the urogenital diaphragm and then through the ________ to the outside of the body.","Fibromuscular; Prostate; Penis"
"The skeletal muscle located between the right and left ischiopubic rami is known as the ________ ___________ .","Urogenital Diaphragm"
"The urethra carries the ______ during urination and the _________ during ejaculation","Urine; Sperm"
"The urethra is subdivided into what three parts?","1. Prostatic
2. Membranous 
3. Spongy"
"Which part of the urethra traverses the prostate gland?","Prostatic Urethra"
"Which part of the urethra traverses the urogenital diaphragm?","Membranous Urethra"
"Which part of the urethra traverses the penis?","Spongy Urethra"
"The ________ bulbourethral glands are considered ________ glands.","2; Exocrine"
"The ___________ glands are located on either side of the midline within the substance of the urogenital diaphragm.","Bulbourethral"
"The ducts draining the Bulbourethral glands empty the additional seminal fluid directly through the ___________ urethra.","Spongy"
"The _______ is an external genital organ through which the urethra passes.","Penis"
"What is the male organ involved in sexual intercourse?","Penis"
"the penis is composed of three _________________ connective tissue structures that are filled with blood spaces called ________ ________ .","Longitudinal; Venous Sinuses"
"When the venous sinuses fill with blood what occurs?","Erection"
"What is the name for the two connective tissue structures of the penis that are made up of strictly venous sinuses?","Corpora Cavernosa"
"What is the. name for the single connective tissue structure of the penis that contains both venous sinuses and the spongy urethra?","Corpus Spongiosum"
"Blood supply to the majority of the male reproductive structures comes from the __________ ___________ artery and other branches of the ____________ ____________ artery.","Internal Pudendal; Internal Iliac"
"The gonadal artery, called the _______________ artery in males, mainly supplies the _____________ and ______________ .","Testicular; Testes; Epididymis"
"What is the order the Ova courses through the organs of the female reproductive system? (3)","1. Ovaries 
2. Uterine tubes 
3. Uterus"
"What structures of the female reproductive system are not involved in ova production and transportation? (6)","1. Vagina 
2. Greater vestibular glands 
3. Labia minora 
4. Labia majora 
5. Clitoris 
6. Mons pubi"
"The __________ is considered the female gonad.","Ovary"
"The __________ functions in the production of female sex cell, ________ , and in the production of female sex hormones (estrogen and progesterone)","Ovary; Ovum"
"How many ovaries does the female reproductive system have?","2"
"Ovaries are located on the ________ wall of the pelvis.","Lateral"
"The ovum leaves the ovary after being expelled from the _________ at the surface of the ovary. The ovum then enters the abdominal cavity where it is immediately picked up by the _______ _________ .","Follicle; Uterine Tube"
"Another name for uterine tube is the __________ ______ or __________ .","Fallopian Tube; Oviduct"
"Each uterine tube extends from the _____________, where the numerous finger-like processes called ___________________ present the ovum to the uterus, where the tube attaches to the lateral wall of the uterus","Ovary; Fimbriae"
"The uterine tube conveys the released ovum from the ___________ to the ___________","Ovary ; Uterus"
"If fertilization occurs, it will occur within the _________ ________ ; If fertilization does not occur, the ovum degenerates.","Within the uterine tube"
"The uterus is an organ with an extremely ________ muscular wall that expands during the development of a ___________ .","Thick; Fetus"
"The uterus is located in the pelvis, lying upon the ________ surface of the urinary bladder.","Superior"
"The part of the uterus that lies above the uterine tubes is known as the ___________ .","Fundus"
"The main mass of the uterus that extends posteriorly to a constriction called the _________ is known as the _________ .","Isthmus; Body"
"The constricted part of the uterus located between the body and the cervix is the ___________ .","Isthmus"
"The part of the uterus that opens to the vagina is known as the ____________ .","Cervix"
"What opening can be palpated through child birth and its extent determined during childbirth?","Cervix"
"The rectouterine pouch of Douglas lies __________ to the uterus.","Posterior"
"The vagina is a canal that extends from the _________ of the uterus inferiorly to the _________ of the vagina.","Cervix; Vestibule"
"The inferior opening of the vagina is known as the __________ .","Vestible"
"The recess between the cervix and vagina wall is called the _________________ .","Fornix"
"The _________ fornix is longer than the other fornices.","Posterior"
"The vagina is located:
Anterior to the ________________ and
Posterior to the _______________ .","Rectum; Bladder"
"True or False: the vagina is a separate and distinct canal from the urethra","True; This differs from the male reproductive system, in which the urethra joins the reproductive organs"
"The _________ is the female organ involved in sexual intercourse.","Vagina"
"The vestibule of the vagina is partially blocked by a membranous fold known. as the ________________ .","Hymen"
"The Greater Vestibular Glands are two small _______ glands located on the lateral wall of the vagina just inside the __________ .","Ovoid; Vestibule"
"The ducts draining the greater vestibular glands of the female reproductive system open into the. _______________ .","Vestibule"
"During sexual intercourse, the _______ _______ _________ are compressed and secrete a mucus that lubricates the vagina.","Greater Vestibular Glands"
"Two small folds of skin located at either side of the vestibule of the vagina are known as ______ _________ .","Labia Minora"
"What is hidden by the labia majora?","Labia Minora"
"Labia majora are two _________ folds of skin that extend ________________ from the pubis.","Elongated; Posteriorly"
"Labia majora: outer surface v. inner surface","Outer: coarse hairs 
Inner: smooth"
"The female ____________ is homologous to the penis and contains erectile tissue that, when it becomes filled with blood, results in an erection.","Clitioris"
"True or False: Unlike the penis, the urethra does not course through the clitoris.","True"
"The _________ is located where the two labia minora join anteriorly.","Clitoris"
"The rounded, fatty elevation that lies over the pubic symphysis is known as the _______ ________ . This is often covered by coarse _______ ________ .","Mons Pubis; Pubic Hair"
"Branches from the __________ __________ artery supply the majority of the female reproductive organs.","Internal Iliac"
"Name the 3 arterial branches of the internal iliac artery that supply the female reproductive organs.","1. Internal Pudendal
2. Vaginal
3. Uterine"
"The gonadal artery is also called the ____________ artery in females, and mainly supplies the __________ and ___________ __________.","Ovarian; Ovaries; Fallopian Tubes"
"The gonadal artery arises directly off the ____________ in the abdomen.","Aorta"
